primary_system,secondary_system,emergency_system,inventory_management_system
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1508100,0,0
0,0,0,505400
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1037400
0,0,0,0
0,0,0,0
0,1325300,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1012000
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,999400,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,999800,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1009700,0,0
0,997300,0,0
0,0,0,0
0,0,0,0
0,0,0,1505500
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
999000,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1002800,0,0
0,0,0,999300
0,0,0,997600
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,999200,0,0
0,0,0,0
0,1004000,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,999300
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,999600,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1009600,0,0,0
0,0,0,0
0,0,0,0
0,1006100,0,0
0,1094200,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1000300,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1333600,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,997200
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1268800,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1503500
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1001000,0,0
0,0,0,0
0,0,0,0
0,1009900,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1393600,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1005800
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1410000,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,998400,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,1007200,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1135800
0,0,0,0
0,0,0,0
0,0,0,0
0,999300,0,0
1505700,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1007900
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1000000,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1004300
0,0,0,0
1504600,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1006100
0,999800,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1000600,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1000200,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,998600,0,0
999700,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1014400
0,1005500,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1008700
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1509100
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1002000,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1321600,0,0
0,0,0,0
0,0,1009500,0
0,0,0,0
0,0,0,0
0,0,0,0
1015400,0,0,0
1008900,0,0,0
114700,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1506700
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,998700
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1006500,0,0
0,0,0,0
0,0,0,1008700
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1203200,0,0
0,0,0,0
1011700,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
998000,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,504000,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1000300,0,0,0
0,0,0,0
0,0,0,1007100
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,999700,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,999800,0,0
0,999500,0,0
996500,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1487300
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
504900,0,0,0
0,0,0,0
0,0,0,999500
0,1278400,0,0
0,0,0,0
0,0,0,996600
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1001400,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1507500,0,0,156700
0,0,0,0
0,0,0,0
0,0,0,1507100
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1008900
0,0,0,0
0,0,0,0
508100,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,997600,0,0
997900,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1000000
0,0,0,0
0,0,0,0
0,0,0,507600
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1316400
0,0,0,0
0,0,0,0
0,0,0,0
0,1000100,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,505500,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1019700,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,994400,0,0
0,0,0,0
0,0,0,0
0,0,0,999900
0,0,504900,0
999000,0,0,0
0,999400,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1008000
0,0,0,0
0,0,0,0
0,0,0,0
505000,0,0,0
0,0,0,0
0,0,0,0
1212100,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1441700
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1005200,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1179300
0,0,0,0
0,0,0,0
0,0,0,952200
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1505500,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1401100,0,0
0,0,0,0
0,0,0,1000600
0,999600,0,0
0,0,0,0
0,0,0,0
0,0,0,0
68400,0,0,0
997600,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,998900,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1007100,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1459800
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,505400
0,0,0,0
0,0,0,0
0,0,0,0
0,1001300,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1006300
999900,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,999300
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1032000,0,0
0,0,0,0
1510300,0,0,0
0,0,0,0
0,0,0,0
0,0,0,996000
0,0,0,0
0,0,0,0
0,1002500,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,998400,0,0
0,0,0,0
0,0,0,1000400
1006500,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1003800,0,0,0
0,0,0,0
1010900,0,0,0
0,999400,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1434200,0,0
0,0,0,0
0,1322000,0,0
1000300,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1506600,0,0
0,0,0,0
0,0,0,0
0,1003200,0,0
0,0,0,0
0,0,0,0
0,1006900,0,0
0,0,0,0
0,1206200,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,999000
0,0,0,0
0,0,0,0
1008800,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1000200,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1007400
0,0,0,0
1005200,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1039900
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1098200
0,1003000,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1128200,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,998700,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1429300,0,0,0
0,1006400,0,0
0,0,0,0
0,1001000,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1001800
0,0,0,0
0,0,0,0
0,0,0,0
0,1458600,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1006000,0,0,0
0,1505400,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
504500,0,0,0
0,995600,0,0
0,0,0,0
0,1009500,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1245300,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1008300
0,0,0,0
998000,0,0,0
0,0,0,998500
0,0,0,0
0,0,0,0
0,0,0,0
0,1000400,0,0
0,998400,0,0
0,0,0,1367600
1008000,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1000600
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1006500,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1485600,0,0,0
0,0,0,925200
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,506300,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1008000
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1003900
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,998700
0,0,0,0
1006700,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1009000,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1270800
0,0,0,0
1040000,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,998400
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,999700,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1504000,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,1000000,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
999400,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1002100
0,0,0,0
0,0,0,1503800
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1001500,0,0,0
0,0,0,1006300
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,998400,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,999800,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
997200,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
999900,0,0,0
0,0,0,0
0,0,0,0
999900,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,999100
0,0,0,0
0,0,0,0
0,0,0,1508600
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,998200
0,0,0,0
0,997700,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,998800,0
0,0,0,0
0,0,0,0
0,1000400,0,0
0,0,0,999600
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1000700
0,0,0,0
0,952300,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1005400,0,0,0
999700,0,0,0
0,0,0,0
0,0,0,0
0,1004900,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1000500,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1009500,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1007200,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,997800
0,1569500,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,999300
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1441600,0,0
0,0,0,0
0,0,0,0
1146400,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1000800,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1507400,62500,0,0
0,0,0,0
0,0,0,998900
1344400,0,0,0
0,0,0,0
0,1003200,0,0
0,0,0,0
0,0,0,999100
0,0,0,0
0,0,0,0
997800,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1008400,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,505500,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1002500,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1434600,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1009200,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1077000,0,0
0,0,0,0
0,0,0,0
1506000,93600,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1006700
996900,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1009700
0,0,0,0
0,0,0,0
0,0,0,997900
0,0,0,0
0,999300,0,0
0,0,0,999700
0,0,0,0
0,0,0,0
0,0,0,1000400
0,0,0,0
0,1003600,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,999700,0,0
0,0,0,0
0,998300,0,0
0,0,0,0
999300,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1000000,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1186500,0,0,0
0,0,0,0
0,0,0,0
0,1000100,0,0
0,0,0,1342300
0,0,0,999100
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1001000,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1004200
0,0,0,0
0,1508300,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1504600,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1000500,0,0
0,0,0,0
0,0,0,1000400
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
994600,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1010000,0,0
0,0,0,0
0,0,0,0
0,1000300,0,0
0,504800,0,0
0,0,0,0
0,1007100,0,0
0,1010000,0,0
0,1009900,0,0
0,0,0,1007000
0,0,0,0
0,1007200,0,0
0,1003700,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,998100
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,998500
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1006400,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,999500,0,0
0,1001700,0,0
0,1005100,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1512300,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
999400,0,0,0
0,0,0,1008200
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1000500
0,0,0,0
0,0,0,0
0,0,0,0
0,1078800,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1008300
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1011500,0,0
0,999800,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,1003800,0
0,1005900,0,0
999700,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1001200,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1008600,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1030100,0,0
0,944700,0,0
0,0,0,0
0,0,0,0
0,0,0,0
